ID	alt.ID	metabolism	pOT6.1	pOT6.2	pOT6.3	pOT6.4	pOT6.5	pOT10.2	pOT10.3	pOT10.4	pOT10.5	pHA6.1	pHA6.2	pHA6.3	pHA6.4	pHA6.5	pHA10.2	pHA10.3	pHA10.4	pHA10.5	pKV6.1	pKV6.2	pKV6.3	pKV6.4	pKV6.5	pKV10.2	pKV10.3	pKV10.4	pKV10.5	pVA6.1	pVA6.2	pVA6.3	pVA6.5	pVA10.1	pVA10.2	pVA10.3	pVA10.4
TR48241|c0_g1_i1|m.262004	NA	NA	27.56049	27.5389	27.50249	27.80766	27.75475	26.85472	27.53579	27.59064	27.05992	27.16375	27.67459	27.11148	27.03496	27.6811	26.97202	26.7543	26.82784	27.28198	27.06569	27.56049	27.75716	27.64794	27.46404	27.38179	26.89203	27.35859	26.61372	27.50127	27.54348	27.62499	27.70444	27.12475	27.30165	27.02232	27.18054
TR48694|c0_g1_i1|m.262977	NA	NA	23.81514	25.35427	26.43694	27.14783	27.00753	27.14472	26.65485	27.60102	25.37809	23.05342	25.64551	24.86722	27.17959	25.6726	26.60357	25.4914	25.20955	27.20574	22.59589	26.21773	25.52645	25.88047	26.41106	25.37159	25.08825	26.87502	23.15984	23.58111	26.83437	26.74625	27.05569	27.60992	27.11704	26.86797	26.91194
TR48694|c0_g1_i2|m.262979	NA	NA	27.19329	28.49587	28.56373	29.02485	29.31019	29.21336	28.78616	29.24909	27.81958	26.55192	28.26781	27.49892	29.30943	28.66034	29.12674	28.35775	27.45419	28.97599	25.18261	28.57921	28.19559	28.41046	28.62982	27.94285	27.92071	29.14424	24.15839	27.43928	28.92957	29.18244	29.19822	29.61476	29.01529	29.09966	29.24325
TR48862|c1_g1_i1|m.263803	NA	NA	27.52917	27.62157	27.91388	27.81488	27.93472	27.89198	27.68746	27.81464	27.00389	27.24799	27.37468	27.4753	27.81781	27.38993	27.39272	27.32894	26.69219	27.67492	27.30156	27.63817	27.74484	27.48853	27.6076	27.63679	27.40682	27.69246	27.31683	27.86874	27.76699	27.81029	27.95632	27.47065	27.834	27.97164	27.99064
TR48894|c0_g1_i1|m.264317	NA	TRUE	27.28551	27.2369	26.52148	26.71083	27.57766	26.15447	27.62812	26.78967	27.88861	28.58388	27.70813	28.37181	25.59218	27.79408	26.74188	27.81201	28.49305	26.61274	28.60346	27.03149	27.93072	27.43261	27.72306	27.7726	27.96273	27.51081	29.05879	27.1062	26.25884	26.1166	26.62784	27.22564	26.99626	27.52021	27.5389
TR48910|c0_g2_i1|m.264699	NA	NA	27.61947	27.59797	27.45144	27.51863	27.56914	27.67943	27.32937	27.41385	27.5465	27.66017	27.4186	27.42462	27.57895	27.89683	27.76344	27.50446	27.35094	27.49014	27.43484	27.46022	27.2063	27.37094	27.36511	27.37028	27.42558	27.63277	27.59598	27.62038	27.43253	27.614	27.66905	27.60145	27.74817	27.26803	27.56413
TR49482|c0_g1_i1|m.267561	NA	NA	25.47482	26.36175	26.54841	26.5206	26.48047	26.316	26.42127	25.58655	26.02968	24.9968	26.28046	26.42754	26.55805	25.98207	26.33286	25.83123	26.00005	26.47604	24.62795	26.04208	26.30461	26.53686	26.15987	25.99412	25.85105	25.99306	23.74602	26.07171	26.75748	26.76989	26.27955	26.05389	26.01519	26.44112	26.29221
TR49527|c1_g1_i1|m.267965	NA	NA	25.62795	25.46494	25.93128	25.17394	25.66134	25.9938	25.01784	23.31548	25.3659	25.34601	25.65919	24.94855	25.48821	25.14091	25.90394	25.8189	24.80735	25.72531	25.44443	25.70374	24.99192	25.4932	24.91265	25.33736	25.29821	25.57314	25.13434	25.75873	25.55473	25.585	25.69848	25.9091	25.40912	25.75654	25.31382
TR5030|c1_g1_i1|m.22335	NA	NA	27.38171	27.32371	26.9215	26.59747	26.71699	26.91559	26.70767	25.75641	27.66411	27.68151	27.1518	27.56638	26.25005	27.16116	27.08304	27.59028	27.13114	26.73092	27.67297	26.69099	27.06065	26.86396	27.16969	27.15943	27.30539	26.52925	27.41199	27.29149	26.78967	26.69922	26.54812	26.70147	26.81702	26.7183	26.73117
TR5040|c0_g1_i1|m.22461	NA	NA	26.62087	26.98837	26.75251	26.5689	26.36973	26.93517	26.50065	25.9778	26.55375	26.24588	26.43985	26.54454	26.44271	26.41138	26.50183	26.42653	26.25927	26.48999	26.25746	26.48508	26.27489	26.59605	26.44471	26.66289	26.42029	26.09818	25.89025	26.58678	26.83364	26.64924	26.35738	26.47687	26.62506	26.54324	26.34223
TR50428|c0_g1_i1|m.269821	NA	NA	25.28821	25.30567	25.06899	25.07304	24.63306	24.82454	24.81402	24.26578	25.60346	25.52097	25.52109	25.60006	24.28616	25.27177	24.6381	25.21275	25.25487	24.93355	25.62402	25.16856	25.1453	25.66438	25.26317	25.66006	25.34171	23.49389	25.05188	24.99951	25.44417	25.24659	24.5474	24.8004	24.90141	24.54439	25.43511
TR5058|c0_g3_i1|m.22800	NA	TRUE	26.77819	27.11098	26.96741	26.56641	27.51315	26.99863	27.47445	26.64279	27.07511	27.37509	27.39419	27.26732	26.52837	26.74894	27.64547	27.2516	27.42758	27.1991	27.08203	26.93112	26.9149	27.23343	26.9157	27.29342	27.03926	27.23599	27.377	26.48685	26.99226	27.23918	26.83641	27.22793	26.99647	27.48301	27.54973
TR50594|c0_g1_i1|m.270655	NA	NA	24.82046	24.86528	25.39149	24.81939	25.18786	25.44515	25.15981	25.13414	24.6919	24.0269	23.18602	24.41203	25.02918	24.684	25.00992	24.38548	23.23654	24.82629	24.33258	25.06443	25.18782	24.64471	24.41925	24.86985	24.95996	24.9534	24.30626	25.26119	25.07165	25.11609	25.16565	24.45976	25.25652	21.65981	25.14884
TR50643|c0_g1_i1|m.271186	NA	NA	27.38179	27.29885	27.22039	27.23644	27.21447	27.60215	27.10169	27.35321	27.25079	27.26042	27.23316	27.308	27.21447	27.13036	27.44569	27.61477	27.13006	27.72012	27.41167	27.37435	27.48239	27.72038	27.4338	27.85929	27.48454	27.38195	27.88768	27.95626	27.68264	27.61112	27.55567	26.92988	27.5065	27.51307	27.72735
TR50652|c1_g2_i1|m.271286	NA	TRUE	29.33194	29.33296	29.32663	29.30433	29.89481	29.06641	29.82437	28.55983	29.8225	28.79807	29.76643	29.04661	29.19969	29.02979	29.16768	29.44571	29.46246	29.40294	29.15697	29.17384	29.12546	29.87485	28.69899	29.55265	28.99264	29.87552	29.73305	29.85393	29.19878	29.25705	29.61882	30.10999	29.65395	30.03394	29.57539
TR5067|c0_g1_i1|m.22969	NA	TRUE	29.57089	29.332	29.44819	29.53453	29.8965	29.31281	30.02327	29.19517	29.51809	29.33765	29.78158	29.35435	29.58758	29.54845	29.25117	29.43237	29.38891	29.75331	28.86195	29.56211	29.78319	29.76776	29.67797	29.48443	29.42358	29.85098	29.07954	29.76476	29.30587	29.61835	29.87844	29.86266	29.7633	30.02565	29.88147
TR5083|c0_g1_i1|m.23397	NA	NA	28.57192	28.44008	28.81036	28.59196	28.45454	28.72839	28.48715	28.39864	28.48899	28.19845	28.32165	28.09285	28.45187	28.1333	28.68505	28.52432	28.05698	28.38677	28.00849	28.41595	28.24803	28.32191	28.26651	28.41728	28.358	28.57863	28.30112	28.65475	28.2992	28.38257	28.38072	28.82116	28.25543	28.47003	28.36469
TR50975|c0_g1_i1|m.272328	NA	NA	31.42982	31.54246	31.59553	32.01558	31.80935	31.64255	31.67308	32.42717	31.27681	30.76351	31.15822	31.08024	32.39746	31.13455	31.32694	30.86304	31.48932	31.94778	31.04231	32.03187	31.97134	32.10914	31.71833	32.36841	32.37389	33.12391	31.11104	31.88143	31.24887	31.5997	31.79765	31.8154	31.58781	31.52892	31.49653
TR51017|c0_g1_i1|m.272437	NA	NA	28.31881	28.1249	28.59149	28.22683	28.18683	28.63145	27.76793	27.54988	28.26517	28.03092	28.3132	28.09204	29.00276	28.03307	28.98106	28.48911	27.88256	28.42426	27.79054	28.22117	27.82681	28.40215	27.91016	28.56656	28.20037	28.06543	28.1057	28.46653	28.71339	28.57856	28.32749	28.88751	28.36903	28.46731	28.26665
TR51018|c0_g1_i3|m.272460	NA	NA	26.35409	26.24471	26.62143	26.12573	26.25205	26.68953	26.25587	26.12092	26.4311	26.05457	25.89853	26.02914	26.14828	26.10937	26.49082	26.47696	26.11263	26.3735	26.02914	26.35173	25.90357	26.06883	26.00037	26.09786	26.22481	26.30346	26.33065	26.31795	26.21188	26.58849	26.11823	26.59149	26.40618	26.43015	26.22975
TR51041|c0_g2_i1|m.272859	NA	NA	27.09869	26.70438	26.98902	26.68485	26.63533	26.89954	26.6095	26.86467	26.56639	26.56231	26.52187	26.41843	27.07847	26.61484	26.8735	26.55456	26.76446	26.79054	26.18048	26.75672	26.84278	26.7656	26.71999	26.49514	26.38377	26.86195	26.5533	26.73982	26.87935	27.07999	26.95538	26.63962	26.65867	26.61091	26.73389
TR51042|c0_g2_i1|m.272866	NA	NA	25.63564	26.01052	26.33552	26.2418	26.62965	26.67169	26.19727	26.73918	26.14661	24.86382	25.78811	25.61296	26.5675	25.73505	26.8546	26.08679	25.88925	26.61175	24.74694	26.21666	25.57612	26.01125	25.83273	25.88036	25.77919	26.66804	24.78072	25.70999	26.06176	26.40285	26.62366	26.53619	27.02749	26.46001	26.52485
TR51049|c1_g1_i3|m.272971	NA	NA	25.31057	25.35656	26.1751	26.13628	26.14256	26.50482	26.16756	26.86821	24.71508	25.21471	24.96737	24.96829	26.37797	25.84549	26.81909	25.48038	25.5858	26.16814	24.92542	25.90442	26.19018	25.47098	26.67344	24.47191	25.04323	26.38186	26.27053	26.09257	25.53484	25.54301	26.00595	25.51138	26.38189	25.16143	26.14812
TR51069|c0_g1_i1|m.273211	NA	NA	26.56437	26.21308	26.42435	26.6799	26.53309	25.48305	25.81433	26.28297	25.59937	26.35246	25.80496	26.45527	26.04635	26.02187	24.99688	26.01812	25.4939	25.56932	26.92479	26.26539	26.95338	26.82177	26.82736	26.29838	26.26878	25.91959	26.54289	27.12662	26.31974	26.08693	26.0757	25.82355	25.47163	26.13804	25.72396
TR51079|c0_g1_i1|m.273366	TR52703|c9_g9_i1|m.282710	NA	28.54584	28.626	28.59392	28.89232	29.16969	28.35166	29.28604	28.31389	28.96361	28.67556	28.79752	28.67152	29.18931	28.95471	28.78169	29.13474	28.56772	28.73023	28.12504	28.58785	29.19519	28.58011	29.08995	28.33726	28.84059	29.02628	28.74477	28.80735	28.54889	28.61165	28.81717	29.11582	28.42029	29.05845	28.79984
TR51279|c0_g1_i1|m.274438	NA	NA	24.37046	25.51473	25.58262	25.56261	25.03267	26.03649	25.95111	26.11866	25.45218	24.4993	23.95757	24.38969	25.55564	22.83413	25.60674	24.82876	24.63218	25.11168	23.62031	24.74689	24.42765	23.88735	24.38337	24.14071	24.3267	24.99326	24.50616	25.01687	23.98798	24.64482	24.56436	24.65633	25.3804	25.15858	25.04469
TR51283|c0_g1_i1|m.274461	NA	NA	27.79644	27.5842	27.94492	28.40908	28.30369	28.28754	28.15841	28.67996	27.41208	27.61393	28.10365	27.49434	28.4696	27.7978	28.58441	27.90156	27.85614	28.55519	27.12829	28.18386	28.34486	28.27786	27.93399	27.89024	28.16691	28.70872	27.52268	28.60904	27.76212	28.15151	28.33603	29.04388	28.63554	28.34321	28.32612
TR51320|c0_g1_i1|m.274685	NA	NA	23.3105	23.64262	23.51845	23.49546	22.75128	23.69816	23.03234	23.31534	23.49534	22.6486	23.52253	21.87388	22.75591	22.82949	22.99635	22.49941	21.77503	23.19753	23.01866	22.79088	22.90736	23.22949	22.6796	23.20772	22.90795	22.78393	22.06115	22.76979	23.03083	23.05257	23.22681	22.28379	23.18367	22.99485	22.87787
TR51372|c0_g2_i2|m.275131	NA	TRUE	26.35755	26.51461	25.72299	27.03633	26.72325	25.48096	26.95582	26.56581	26.85994	27.3226	26.74855	27.58348	27.14928	27.09879	21.78449	27.14501	27.72156	26.24587	27.42534	26.68418	27.49236	26.97836	27.64863	26.40991	26.74265	26.63589	26.98468	26.8629	26.65867	26.4717	22.63677	23.07285	26.26907	26.61498	26.7252
TR51507|c0_g1_i1|m.275712	NA	NA	28.1209	27.91148	28.69109	28.56344	28.69079	28.82384	28.69601	29.25474	28.0086	27.25791	27.75494	27.47761	28.80821	27.71581	28.63468	28.21692	27.68612	28.63544	26.82857	28.38455	28.32745	27.90483	28.29154	28.60428	28.31829	29.16363	27.70675	28.78559	28.22306	28.28127	28.68358	28.82881	28.81443	28.84335	28.49994
TR51686|c0_g1_i1|m.276199	NA	NA	22.89395	22.73903	22.3618	22.74544	22.43092	23.46786	22.6295	22.88896	24.24503	24.30661	23.36693	24.78107	22.25871	24.73712	24.52606	23.90857	24.88068	22.2103	25.08986	23.28136	24.52821	23.61762	23.82813	23.65796	24.23418	22.01971	25.25994	23.49387	22.35875	23.27882	22.01947	22.63615	21.83703	21.98989	23.06924
TR51689|c0_g1_i1|m.276209	NA	NA	24.21519	24.10037	23.90601	23.74324	23.25023	23.67303	23.69498	22.89291	24.89379	24.01129	23.71639	23.43835	23.26198	23.23696	24.53931	23.91944	23.45362	23.22943	24.04852	23.08477	22.45879	23.30494	22.68391	24.3234	24.29859	23.1948	23.27498	23.36933	23.27611	23.19543	23.03627	22.67536	23.32444	23.13381	23.04056
TR52090|c0_g1_i1|m.277154	NA	NA	24.46108	24.53184	24.43574	24.49552	24.90605	24.86764	24.56023	23.55122	24.1303	24.24627	24.79897	24.12013	25.27299	24.5297	24.61324	24.42937	23.00789	24.24532	23.1573	24.51509	23.97675	24.86712	24.56296	24.80917	24.2522	25.18075	23.95473	24.63539	24.64988	24.76471	25.55066	24.65856	25.44079	24.84072	25.09378
TR52112|c0_g1_i1|m.277235	NA	NA	27.66729	27.32792	27.57109	27.2999	27.57672	27.68331	27.46186	27.46194	27.20163	27.29009	27.32817	27.17807	27.34002	27.32723	27.64828	27.22223	27.17465	27.54038	27.09235	27.38319	27.12485	27.31043	27.11217	27.15432	27.17446	27.34079	27.02981	27.21095	27.55443	27.70701	27.53823	27.49968	27.59562	27.42702	27.56667
TR52703|c11_g1_i1|m.282737	NA	NA	24.68779	24.60014	24.81651	24.50984	24.37318	24.91652	24.24002	24.5481	24.71067	24.46532	24.28475	24.08156	23.95837	24.57225	24.44884	24.24634	23.58451	24.80391	24.3664	24.35837	24.0912	24.98142	24.95376	24.89638	24.86783	24.48395	24.00342	24.65807	24.70636	24.61212	24.90081	23.30257	24.6739	24.13414	24.68955
TR52706|c1_g1_i2|m.282929	NA	NA	25.73678	25.84041	25.63442	25.59206	25.79942	25.88428	25.48078	25.21978	26.05852	26.20443	25.88078	26.51661	25.76464	25.99725	25.93137	26.38098	26.49451	25.71971	26.36984	25.59974	25.9024	26.10981	25.7424	26.27238	26.16002	25.47883	26.63256	25.80102	25.73034	25.69697	25.4817	25.77324	25.51102	25.65938	25.72887
TR52726|c1_g1_i7|m.284793	NA	NA	24.37086	25.46644	23.14127	23.40899	21.93186	22.89805	22.60662	21.77294	24.70319	27.06445	25.31299	26.88215	22.18232	25.68384	23.03434	24.97719	26.11478	22.33653	28.43718	24.17394	26.33352	25.73505	26.06153	25.17497	25.81717	22.02995	28.03659	24.1039	23.7542	22.78319	22.27048	21.6996	22.13464	22.56532	23.85633
TR52729|c1_g1_i1|m.285121	NA	NA	25.39477	25.86927	24.39323	25.04777	24.75557	24.94579	24.79447	24.44228	26.1703	27.18442	25.52862	26.95992	24.38311	26.36137	24.21312	26.05606	26.80894	24.07496	27.70398	25.54825	26.19845	25.76539	26.27352	25.69607	26.4603	24.63195	28.26629	25.80565	24.97259	24.12179	24.45876	24.2325	24.45745	23.72526	25.4876
TR52738|c4_g1_i2|m.285776	NA	NA	27.08446	26.6975	27.18546	26.71712	27.11068	27.10649	26.81556	27.13153	26.68859	26.48656	26.53937	26.26462	27.08811	26.78818	27.05289	26.91889	26.59092	26.60229	25.8921	26.74163	26.4249	26.48315	26.37221	26.42026	26.25306	26.83099	26.02397	26.6807	26.83726	26.72585	26.85863	27.35876	26.80796	26.93022	26.87209
TR52797|c0_g2_i1|m.287058	NA	NA	22.39984	23.62678	23.23447	22.56895	22.16113	22.61587	22.12534	23.65438	23.97928	23.21975	22.92642	23.15307	21.47744	22.87104	22.82602	23.75979	22.30505	22.51031	22.98968	22.29802	22.37398	22.79929	23.4902	23.90196	23.89236	21.82679	23.06889	22.60096	22.69645	22.31335	22.49507	21.93164	22.36866	22.35778	22.40221
TR53311|c0_g1_i1|m.287951	NA	NA	27.50089	27.40787	27.6539	27.58542	27.65567	27.66594	27.57967	27.7986	27.35515	26.89724	27.24327	27.06178	27.66594	27.022	27.70041	27.47421	26.95892	27.81982	26.72221	27.43849	26.88728	27.17226	26.77065	27.13545	27.29026	27.19695	26.76167	27.28392	27.50165	27.57766	27.35161	27.36661	27.45293	27.48501	27.26365
TR53365|c0_g1_i1|m.288129	NA	NA	28.37563	28.32517	28.57131	28.36005	28.72647	28.87552	28.67023	28.7377	28.35582	28.06753	28.33014	28.10879	29.49777	28.35018	29.47365	28.76129	28.50979	29.28802	27.9982	28.814	28.60834	28.6797	28.48043	28.95776	28.72904	29.56505	28.39264	28.48987	28.20797	28.46311	28.71017	29.02263	29.10457	29.08507	28.75503
TR53366|c1_g1_i1|m.288143	NA	NA	25.73487	26.63851	26.77052	26.90139	25.98878	26.40214	26.22157	26.75073	25.64191	25.23798	25.91335	25.22126	26.45631	25.80715	25.69535	25.15487	24.94958	26.40755	24.94913	26.35298	26.05283	26.43243	26.05643	25.73358	25.96968	26.85662	24.14313	26.03559	26.07075	26.4934	26.70715	25.43905	26.56674	26.51818	26.37385
TR53377|c0_g1_i1|m.288191	NA	NA	25.62687	25.39516	25.61057	25.59001	23.26361	26.3792	25.30831	25.6688	24.99144	24.46905	25.12309	24.71963	23.57186	25.01508	23.49847	25.30166	24.97189	25.87624	24.91392	25.38337	25.05229	25.22232	24.77761	25.41529	25.1681	25.62017	22.74916	25.63218	25.53445	25.49729	25.80415	25.71673	26.13977	25.83145	25.54354
TR53380|c0_g2_i4|m.288276	NA	TRUE	29.43018	29.78564	29.51664	28.99394	29.73526	29.05897	29.88944	29.01688	30.23158	30.17617	30.24354	30.12509	28.58255	29.9643	30.06021	30.48587	29.97869	29.44443	30.19999	29.61221	29.662	29.76907	29.58423	30.35804	30.35079	29.6553	30.46684	29.47649	29.41999	29.26179	29.60888	29.55616	29.74517	30.05323	29.94503
TR53385|c0_g1_i1|m.288366	NA	NA	26.76976	26.48584	26.88379	26.57405	26.70504	26.92976	26.51646	26.82262	26.19163	26.33253	26.43684	25.9727	26.81433	26.51287	26.7661	26.44164	26.30762	27.02591	25.75167	26.7016	26.1252	26.56116	26.09267	26.29598	26.27197	26.83906	25.88916	26.64389	26.77165	26.74265	26.71986	26.76344	26.90896	26.85733	26.47107
TR53387|c4_g1_i3|m.288402	NA	NA	29.47727	29.05002	29.05832	29.09924	29.38618	29.24209	29.13746	29.29004	28.9701	29.05025	29.01582	28.71221	29.40332	29.09869	29.2486	28.94296	28.95102	29.07391	28.68047	29.21262	28.69727	29.02224	28.72751	28.72267	28.66363	28.95626	28.61537	29.12551	29.12554	29.23144	29.31877	29.48149	29.09718	29.12633	29.24966
TR53388|c1_g1_i2|m.288421	NA	NA	26.90139	26.9862	26.97989	27.14161	26.8825	27.23133	26.80427	27.19479	26.68097	26.23634	26.9157	26.52704	26.7226	26.63879	26.62617	25.88593	25.81887	27.08284	26.62157	27.08598	26.53552	27.16461	26.75545	27.15586	26.60583	27.13966	25.77926	26.55476	27.34731	27.3687	27.55215	26.31872	27.2936	26.71293	27.15663
TR53410|c0_g1_i1|m.288828	NA	NA	31.02631	30.87972	31.07029	31.39591	31.48745	30.96465	31.1543	32.58062	30.31279	30.01065	30.48836	30.08525	30.24977	30.60116	30.45826	29.75966	30.4184	31.00899	29.78972	31.43281	31.08265	30.78066	30.87928	30.99456	30.1343	31.40806	28.5409	30.91905	30.99645	31.36828	31.61465	30.75294	31.05459	30.39958	31.12971
TR53418|c0_g1_i3|m.289043	NA	NA	26.2249	25.97036	25.84237	25.4602	25.37039	25.93627	25.42259	24.85733	26.30609	26.32172	26.12096	26.22674	25.64996	26.128	26.19927	26.29679	26.27254	25.67882	26.62617	25.73676	25.83543	26.14203	25.77884	26.30831	26.12044	25.5732	26.80366	25.91347	26.08535	26.01886	25.52973	25.97764	25.68787	25.67511	25.72817
TR53447|c2_g2_i1|m.289728	NA	NA	29.29002	29.01444	29.25663	29.605	29.55029	29.20953	29.74604	29.90211	28.91991	29.02694	29.21317	28.80079	29.54259	29.21565	29.12709	28.92725	29.14603	29.16084	28.79076	29.34786	29.28901	29.17807	29.14982	28.77348	28.80824	29.34775	28.58147	29.34393	29.03939	29.271	29.47547	29.45701	29.12196	29.13819	29.37032
TR53455|c2_g5_i2|m.289959	NA	NA	25.48367	25.37687	25.72627	25.75962	25.63909	25.92343	25.72889	26.35661	25.31821	24.91789	25.19678	24.83374	25.83836	25.22008	25.45278	25.17687	24.86424	25.72304	24.64378	25.78556	25.37865	25.36195	25.18401	25.22428	25.22817	26.00397	24.76775	25.74296	25.77658	25.72856	25.85671	25.67233	26.00543	25.8023	25.92746
TR54051|c0_g1_i2|m.292061	NA	NA	25.99066	25.84271	26.24692	26.5942	26.61386	26.01608	26.53967	27.45505	25.68931	25.37729	26.05745	25.54439	26.50546	26.06655	26.28687	25.7073	26.02511	26.52594	24.76238	26.42203	26.01058	25.95861	25.99326	25.89851	25.63597	26.55262	24.76795	26.10895	26.01178	26.39398	26.49691	26.52785	26.6302	26.45814	26.54921
TR54103|c0_g1_i2|m.293605	NA	NA	27.51488	27.4708	27.46505	27.5523	27.58183	27.38096	27.38648	26.99658	27.30147	27.10979	27.18622	26.73879	27.33262	27.03737	27.42694	27.02718	26.44708	27.33117	26.95316	27.21447	26.97093	27.42846	27.1035	26.82481	26.80317	27.28745	26.82019	27.34765	27.36269	27.27524	27.25818	27.3803	27.34765	27.44569	27.13457
TR54125|c0_g1_i1|m.294509	NA	NA	25.00539	25.40383	25.65592	25.73086	25.66264	25.68955	25.66449	24.66996	25.30435	24.39604	25.43419	25.13222	26.41014	25.29246	25.62519	24.87839	24.40633	25.75448	23.61212	25.22085	25.23841	25.62881	25.65816	25.02378	24.90949	25.84776	22.67871	25.74283	25.85887	25.93292	26.00575	25.53017	25.78059	25.88332	25.41393
TR54173|c1_g3_i1|m.297204	NA	NA	26.34772	26.43743	26.62087	26.25319	26.7661	26.8393	26.80304	26.63173	26.58578	26.31337	26.19895	26.22735	26.91365	26.44955	26.89643	26.42698	26.25645	26.5942	25.64746	26.61316	25.89624	26.18645	26.01414	26.44313	26.27258	26.90265	26.127	26.66452	26.38101	26.17436	26.58391	27.08264	26.50937	26.68325	26.53577
TR54188|c1_g1_i1|m.297916	NA	NA	23.72338	24.26621	24.66248	25.88094	24.14079	25.05221	23.98338	24.21897	23.53493	21.2487	25.04105	22.12704	24.39048	22.93292	23.79094	22.87034	22.83214	24.81582	21.17312	24.19197	24.12888	25.13101	23.17141	23.67831	23.0666	24.66498	22.94223	23.20328	23.84805	25.30023	25.7304	23.46054	25.62196	25.43358	23.61144
TR54292|c0_g1_i1|m.298483	NA	NA	25.19783	24.98837	25.44834	25.38667	25.35531	25.0976	25.25433	25.00915	24.76991	24.67206	24.88143	24.94083	25.49311	25.58712	25.3539	25.08623	23.18373	25.44414	24.37802	25.25933	24.78147	24.73923	24.56755	24.92615	24.7897	24.9882	24.59565	25.32175	24.95429	25.23696	25.28161	25.41622	25.37693	24.30828	24.92728
TR54664|c7_g2_i1|m.300322	NA	NA	26.90035	26.82784	26.57015	26.30709	26.27434	26.4081	26.10059	25.90876	26.62436	26.41506	26.54956	26.6126	26.54582	26.63145	26.70451	26.90288	26.32634	26.43175	26.20615	26.53462	26.45282	26.58534	26.42485	26.33149	26.60272	26.16175	25.78756	26.72078	26.78918	26.52913	26.40514	26.19556	26.31432	26.31941	26.18835
TR54666|c0_g1_i1|m.300426	NA	NA	27.27923	27.37335	28.05776	27.92824	28.03465	28.55311	28.40202	28.57127	27.68619	27.35431	27.13203	27.142	28.56318	27.46201	28.9551	28.02686	28.17408	28.50469	26.64993	27.67364	27.24	26.86915	27.40609	27.52268	27.74593	28.29548	27.04354	27.49351	27.60159	27.90162	28.26915	28.75796	28.70882	28.67044	28.30535
TR54677|c0_g1_i2|m.301187	NA	NA	29.24812	28.89339	28.55248	28.41526	28.55006	28.56326	28.24504	28.19662	28.91451	29.0331	28.82463	28.92286	28.4338	28.87003	28.70701	28.74432	28.45803	28.56649	29.05941	28.73992	28.4281	28.59868	28.64526	28.62251	28.59017	28.43964	29.0082	28.94539	28.8909	28.78556	28.65625	28.53063	28.56074	28.53971	28.54185
TR54679|c0_g1_i1|m.301226	NA	NA	24.63633	24.16883	24.30556	24.00093	24.50488	24.68266	23.97544	25.10582	24.22773	24.42586	24.63793	24.12234	23.79432	24.28164	24.50882	23.16949	24.54563	24.20143	24.66009	24.37769	23.88586	24.22538	24.09595	24.5047	23.84057	24.17463	23.88166	24.06324	24.63638	24.90385	24.39395	24.12187	24.24663	23.49594	24.02471
TR54680|c8_g2_i2|m.301307	NA	NA	26.20262	26.45942	25.81978	25.72523	25.34286	26.14291	25.42634	25.04281	26.23801	26.6345	26.26293	26.79959	25.6699	26.09575	25.49607	25.93312	26.03339	25.3152	26.85698	25.50506	26.16823	26.5328	26.31503	26.48061	26.06439	24.94033	26.39071	26.12987	25.98878	25.49872	25.42101	24.88106	24.79193	25.58795	25.9245
TR54691|c2_g1_i3|m.302318	NA	NA	28.19432	28.10335	28.1358	28.02918	28.17674	28.06497	27.96802	27.83563	28.07948	28.03244	28.12292	27.97509	28.08502	28.17279	28.28547	28.07189	27.79476	28.15784	28.02179	28.02089	27.99372	28.30195	27.97853	28.32625	28.05977	28.23503	28.15083	28.19817	28.04328	28.04593	27.8925	28.50692	28.04156	28.29185	28.10654
TR54702|c0_g2_i1|m.303038	NA	NA	26.42342	26.34211	26.51033	26.41777	26.13387	26.365	25.9086	25.84728	26.136	26.08831	26.25875	25.71775	26.50411	26.09378	26.41833	26.35165	25.63605	26.25382	25.79731	26.31481	25.84331	26.37979	26.06493	25.87072	25.85212	26.14462	26.14808	26.35889	26.42608	26.62226	26.66139	25.74178	26.51863	26.35124	26.18743
TR54722|c0_g2_i1|m.304806	NA	NA	26.43365	26.32759	27.63554	27.11327	27.44435	27.74625	27.35691	27.73505	27.075	26.56151	26.77969	26.09889	27.48677	27.05838	28.5015	27.77493	26.72195	27.57319	25.82992	26.80894	26.60272	26.41424	26.74124	26.99324	27.21669	27.84284	26.56224	27.15228	26.51162	26.81164	26.71712	28.28189	27.5842	27.66784	27.23206
TR54732|c0_g1_i5|m.305577	NA	NA	27.07684	27.53319	26.95382	27.22849	27.00924	27.53571	27.76212	27.14092	27.43165	27.47831	27.07837	28.14972	27.55267	28.0185	27.106	28.00582	27.92383	27.15721	27.85299	26.88635	27.69279	27.34528	27.65942	27.55545	27.55618	26.93641	27.50688	27.01361	27.42246	27.22656	27.04124	27.17493	26.69059	25.70028	27.44829
TR54732|c0_g1_i7|m.305588	NA	NA	32.13317	31.84472	31.51545	31.6096	31.57723	31.40543	31.61483	31.17712	31.94472	32.10043	31.7361	31.92945	31.60982	31.91207	31.57163	32.10109	31.55979	31.37839	32.18264	31.49867	31.87712	31.95283	31.86765	31.80116	31.94262	31.35857	32.33384	31.77714	31.94716	31.40695	31.28527	31.34483	31.24717	31.48323	31.45435
