ID	alt.ID	metabolism	pOT6.1	pOT6.2	pOT6.3	pOT6.4	pOT6.5	pOT10.2	pOT10.3	pOT10.4	pOT10.5	pHA6.1	pHA6.2	pHA6.3	pHA6.4	pHA6.5	pHA10.2	pHA10.3	pHA10.4	pHA10.5	pKV6.1	pKV6.2	pKV6.3	pKV6.4	pKV6.5	pKV10.2	pKV10.3	pKV10.4	pKV10.5	pVA6.1	pVA6.2	pVA6.3	pVA6.5	pVA10.1	pVA10.2	pVA10.3	pVA10.4
TR68120|c9_g1_i1|m.381595	NA	NA	24.78032	24.95403	23.56686	24.55479	24.41041	24.81255	24.24981	24.92976	24.91169	25.06821	24.76699	25.00757	24.66742	24.73324	24.94248	24.89356	24.63057	24.20105	24.61913	24.59599	24.41738	24.73619	24.9711	24.77067	24.66487	24.49924	24.07668	24.88967	24.63677	24.81495	24.78252	24.61116	24.61189	24.56326	24.91693
TR68121|c0_g1_i2|m.381613	NA	NA	25.49069	25.72643	25.4248	25.7214	25.57672	25.31282	25.70588	25.37089	26.0316	25.8292	25.85486	25.68966	25.45955	25.58078	25.59548	25.75626	25.63619	25.43387	26.09053	25.58205	26.0167	25.92667	25.65976	25.74589	25.48527	25.84608	26.46561	25.60538	25.65944	25.35232	25.49753	25.07594	25.30083	25.43702	25.63713
TR68145|c0_g5_i24|m.382860	NA	TRUE	27.417	27.4567	27.31622	26.88855	27.55421	27.12021	27.26383	26.72573	27.58197	27.56209	27.61013	27.47352	27.17921	27.33833	27.46498	28.09899	27.44876	27.29553	27.69909	27.11545	27.07877	27.30435	27.24799	27.61856	27.62575	27.27427	27.63513	27.25278	27.16068	27.25845	27.01999	27.52118	27.00903	27.22242	27.33262
TR68405|c0_g1_i1|m.384722	NA	NA	27.29334	27.16969	27.34697	27.46334	27.26955	27.76148	26.91308	27.83786	26.64403	26.99626	26.83352	26.38377	27.72618	27.1044	22.70723	26.97257	27.07908	27.39803	26.08132	26.57759	26.4197	26.76066	26.9061	26.41047	26.57515	27.0239	26.21484	27.85174	26.74484	27.20723	22.46266	26.61737	27.36436	26.90644	26.74317
TR6846|c8_g1_i1|m.33354	NA	NA	26.50937	26.32072	26.35161	26.38477	26.36212	26.42073	26.43218	26.28926	26.07494	26.32838	26.388	26.10394	26.4264	26.15627	26.20292	26.12892	26.15725	26.16997	26.18384	26.16044	26.31465	26.19363	26.04914	26.12873	26.0154	26.38385	26.26864	26.58864	26.25458	26.14484	26.31455	26.18935	26.39272	26.28757	26.17053
TR68487|c0_g2_i1|m.386649	NA	NA	24.4675	24.72962	24.4086	24.12778	24.12857	24.52701	24.25544	21.74662	24.33402	24.3843	24.67034	24.13038	24.15977	24.60179	24.41196	24.50736	23.00268	24.45914	24.87413	24.21571	24.25083	24.48524	22.85507	24.42092	24.27909	23.92089	24.33504	24.17509	24.83118	24.73603	24.43384	24.47153	24.41822	24.26556	24.35568
TR68493|c2_g5_i1|m.386989	NA	TRUE	30.50152	30.21974	30.37834	30.66805	30.81337	30.40121	30.72053	31.11644	30.06971	29.92125	30.23386	29.86118	30.77093	30.18872	30.19964	30.05401	30.198	30.63183	29.38846	30.59539	30.29855	30.47682	30.40821	30.23432	30.02261	30.8307	29.53762	30.62209	30.31516	30.58405	30.7527	30.78324	30.85772	30.7747	30.69802
TR68500|c0_g1_i7|m.387289	NA	NA	26.94134	25.81685	26.56302	26.44621	27.02739	26.861	25.89618	26.74778	26.61695	25.33265	25.96012	25.03036	26.93202	25.68822	27.27888	26.4649	25.44765	26.71411	25.55844	26.74317	25.59699	25.64091	25.27142	25.51202	25.65657	26.60399	26.13606	26.48358	26.44605	26.12908	26.25757	27.53742	26.99108	26.37119	26.65554
TR68507|c0_g1_i3|m.387677	NA	NA	26.90288	26.69578	27.04302	27.02844	27.17274	26.88309	26.94559	27.43022	26.50402	26.32989	26.48524	26.28988	27.4275	26.5754	26.6725	26.54982	26.73117	26.75047	26.29269	26.8299	26.60823	26.30836	26.67452	25.52683	26.27555	26.97924	25.88005	27.02791	26.75404	26.72923	26.90541	26.94771	26.7934	26.94615	26.80538
TR68520|c0_g1_i1|m.388251	NA	NA	28.21327	28.26226	28.45775	28.29158	28.11749	28.39571	28.22972	27.8334	28.45435	27.98691	28.30008	28.08876	28.17207	28.19122	28.51856	28.29408	27.76313	28.36645	27.77354	28.15812	27.77033	28.3928	28.10435	28.43734	28.35123	28.19013	27.06075	28.22807	28.2512	28.23448	28.23137	28.74359	28.1755	28.52522	28.22816
TR68530|c0_g1_i2|m.388717	NA	NA	26.17211	25.87021	25.12869	25.73596	23.49534	22.73159	25.27331	25.40724	25.92778	27.99248	25.59525	27.31354	25.71455	27.0806	24.07798	26.05492	28.12342	21.94892	28.20927	26.19982	26.86974	25.85579	27.05786	26.30417	26.40592	24.92863	28.7888	26.04452	25.15368	24.7962	23.57808	24.70219	25.86559	24.163	25.94423
TR6875|c2_g1_i1|m.34575	NA	NA	29.08907	29.26839	29.24583	29.34193	29.33452	29.49249	29.29592	29.41088	28.60957	28.67229	29.07145	28.3857	29.32535	28.85585	29.3833	28.78332	28.3301	29.50415	28.43543	29.22444	28.89562	29.18367	28.80307	28.84026	28.70556	29.26318	28.3887	29.10047	29.39695	29.56839	29.2918	29.2007	29.4515	29.48378	29.4091
TR6884|c4_g1_i2|m.35016	NA	NA	26.7053	26.56027	26.88914	25.80484	26.12983	26.62673	25.71853	25.18287	26.69392	26.48325	26.53908	26.19148	25.95367	26.19353	26.77329	26.4096	26.01033	26.16035	26.63533	25.93661	25.79707	26.34152	25.89426	26.44906	26.41137	25.87037	26.95416	26.46838	26.48577	26.25942	26.12875	26.59263	26.35659	26.3093	25.94715
TR69098|c1_g3_i1|m.391242	NA	NA	25.32629	25.43294	25.478	25.27434	25.42326	25.79017	24.95394	25.00449	24.88832	25.09736	25.03607	24.95473	25.27074	25.00475	25.47769	24.45889	22.87868	25.46245	24.79704	25.46765	24.9152	25.05109	25.02851	25.02846	24.79655	25.21982	24.76005	25.27916	25.58012	25.49543	25.51015	25.26699	25.41893	25.29035	25.51171
TR69126|c0_g1_i1|m.392938	NA	NA	27.18168	26.9862	26.79736	27.25566	26.90908	26.93528	27.22371	26.91137	26.59306	26.65281	27.10899	26.61302	27.34401	26.62185	26.85852	26.90369	26.75392	27.1575	26.69617	26.894	26.92999	27.08385	26.64334	26.85365	26.83364	27.16605	26.81653	27.03055	27.35708	27.19254	27.10509	26.6656	27.09184	27.49244	27.05631
TR69153|c5_g1_i3|m.395078	NA	NA	27.03076	26.7442	26.52211	26.74663	26.63243	26.1291	25.7758	26.20747	25.27473	25.83716	26.45366	26.40168	26.15231	26.39129	25.08728	25.22832	25.36963	25.87108	26.40417	26.53962	26.39527	26.53878	26.46698	26.3464	25.68137	25.64136	24.41912	26.66506	26.43208	26.82748	26.76383	25.47516	25.64834	25.39044	25.86502
TR69155|c8_g2_i2|m.395452	NA	NA	28.29575	28.28277	28.36807	28.33735	28.26803	28.22697	28.15127	28.03957	27.76819	27.91804	28.09245	28.0135	28.56663	28.23137	28.28674	28.09622	27.6336	28.28582	27.70787	28.23676	28.3063	28.10779	28.20013	28.04354	28.03028	28.1991	27.56979	28.40933	28.35166	28.46987	28.25561	28.23562	28.10265	28.12529	28.12436
TR69163|c0_g1_i1|m.396011	NA	NA	26.08936	26.01093	25.81687	25.4921	25.44107	25.53724	25.56535	25.49014	26.02424	25.97867	25.95813	26.10833	25.7155	25.90965	26.03469	26.16189	25.83918	26.00045	25.99004	25.67314	25.38505	25.82886	25.97145	25.47376	25.8753	25.68102	25.72918	25.58721	26.04643	25.72398	25.72471	25.77105	25.66213	25.93197	25.75256
TR69174|c0_g1_i1|m.396792	NA	NA	25.01755	25.08695	24.23659	24.43638	24.43625	23.71419	24.43943	23.65971	24.84809	25.2661	24.81705	25.09172	23.47085	24.91105	24.48056	24.54816	24.59058	23.95713	25.77736	24.38693	24.92628	25.07504	25.23838	24.57594	24.63964	23.59582	25.31174	24.81264	24.40022	24.14414	23.69434	23.51797	23.41119	23.69168	23.86391
TR69189|c1_g1_i2|m.397894	NA	NA	26.30041	26.01759	26.04122	25.771	26.02471	26.119	26.02654	25.95192	26.16722	25.5864	25.93791	25.72174	26.48299	26.05194	26.38569	26.4101	26.02041	25.55804	25.90623	25.93632	25.77226	25.71338	25.42797	25.76593	25.78977	25.87444	26.00616	26.17087	26.21082	26.00112	25.97391	26.25735	26.08213	25.77362	25.8899
TR69192|c2_g1_i2|m.398090	NA	TRUE	27.62568	27.38393	26.47849	27.41885	27.29675	26.15989	27.8918	27.53252	27.94089	28.68949	27.52589	28.71463	26.50334	28.26995	26.99043	28.15808	28.37993	27.0803	28.72673	27.52515	28.2435	27.82869	28.33176	27.55238	28.15518	27.02844	27.76231	27.48078	26.66519	27.1453	26.768	26.73763	26.94592	26.99658	27.46225
TR69982|c1_g1_i1|m.400460	NA	TRUE	27.8642	27.87426	27.79489	27.77706	27.96406	27.93725	28.12682	27.806	27.9194	27.69883	28.07556	27.92173	27.77002	27.81787	27.66844	27.8375	27.59056	28.33074	27.59953	27.78113	27.9901	28.16145	27.78675	27.94129	27.84631	27.96224	27.57593	27.97175	27.7835	28.00308	27.96135	28.01494	27.96675	28.14511	28.08563
TR70919|c0_g1_i1|m.402660	NA	NA	24.39447	24.62656	24.42854	24.80479	23.74366	24.88353	25.21189	24.19528	24.9032	24.80676	24.66958	24.8551	25.01691	24.55526	25.2589	24.91388	24.93423	24.64955	24.6903	24.2344	24.34116	24.72505	24.48665	24.89952	24.86264	25.45779	25.15599	24.75205	24.42771	24.91475	24.33081	24.56912	24.44758	24.72067	24.37099
TR71044|c3_g5_i2|m.404256	NA	NA	31.05776	30.74383	31.22699	31.62536	31.71477	31.47928	31.26176	32.13437	30.75533	30.20432	30.64745	30.13651	31.72033	30.84588	31.25963	30.59219	30.62322	31.45381	29.7865	31.52393	30.98807	30.74959	30.82941	30.6759	30.54646	31.62065	29.82282	31.20868	31.04928	31.33159	31.55161	31.56088	31.55312	31.24451	31.47537
TR71049|c1_g1_i7|m.404480	NA	NA	27.30843	26.98739	27.20937	26.849	27.19798	26.98663	26.85982	26.49503	27.06866	27.20135	26.9085	27.12159	26.94525	26.99475	27.0804	27.23215	27.18999	27.02062	26.9516	26.98479	26.52171	26.88972	26.89527	26.8675	26.95416	26.58348	27.01116	27.07969	27.09688	27.08922	26.92014	27.20751	27.00871	26.79414	26.90587
TR71062|c0_g3_i4|m.405217	NA	NA	27.15364	26.76459	27.15199	26.89458	27.12347	27.28242	26.97158	27.22839	26.75481	26.45111	26.78207	26.23334	27.0701	26.55504	27.26141	26.99992	26.54572	26.95914	26.16808	27.19648	26.6698	26.70675	26.77354	27.16327	27.11783	27.25746	26.67331	26.99021	26.69564	26.97629	27.08649	27.34587	27.11922	27.42646	27.1418
TR71062|c0_g5_i1|m.405222	NA	NA	23.86844	23.32389	23.4979	23.21948	23.97762	23.64724	22.47583	23.39467	23.51509	23.18509	23.74088	23.17868	24.09756	23.3806	24.19069	23.69678	22.8624	23.09595	23.02594	23.9015	23.12063	23.52253	23.48001	22.65583	23.11175	23.3769	23.03867	23.61953	23.55684	23.77243	24.17554	24.31948	23.81597	23.62645	23.87493
TR71074|c1_g1_i2|m.405821	NA	NA	25.76641	24.8347	24.10621	24.82556	25.01865	22.59625	25.04097	25.08249	24.77656	26.56167	24.66226	26.32841	23.65295	26.08176	22.37241	25.69625	25.49832	23.93535	26.76913	24.88302	26.37898	25.29334	25.76946	25.46871	25.98309	24.56285	26.78843	25.68496	24.58388	23.85757	24.21275	23.85966	23.051	24.13446	24.69248
TR71095|c0_g1_i1|m.406941	NA	NA	26.10055	26.40952	26.26021	26.19796	25.28189	26.22606	25.75511	26.5565	25.26091	25.6075	26.02941	25.21767	25.95245	25.15665	25.35703	25.14141	23.44266	25.97677	26.09641	25.78696	26.07733	26.49425	25.84544	25.0336	25.54375	25.99244	25.66674	26.93134	26.32809	26.26263	26.40054	24.90389	26.27348	26.08758	25.91834
TR71095|c1_g1_i3|m.407000	NA	NA	31.93923	31.66751	31.50261	31.65583	31.70751	31.32405	31.40269	32.32555	30.89019	31.13895	31.51672	31.36786	30.6785	31.37213	30.95602	30.47015	30.85088	31.36958	31.29767	31.66535	31.36906	31.6925	31.47499	31.6281	30.82039	31.34736	30.90799	31.50185	31.61973	31.94269	31.71914	30.99051	31.21737	30.50626	31.37705
TR71095|c1_g1_i4|m.407003	NA	NA	29.25408	28.96152	28.83403	29.05168	29.14	28.78016	28.95665	29.68799	28.35304	28.46587	28.66638	28.50605	28.03957	28.77272	28.40194	27.86561	28.26405	28.74574	28.35746	28.78251	28.63482	28.91983	28.59662	28.91607	28.01249	28.65154	27.93382	28.75739	28.86195	28.98541	29.05302	28.52489	28.47197	27.89383	28.54163
TR71098|c2_g1_i1|m.407155	NA	NA	28.99976	28.89652	29.10692	29.23904	29.37439	28.98169	29.35353	30.739	28.41587	28.30152	28.67074	28.243	28.21997	28.53456	28.58014	27.76307	28.6513	29.0063	28.03517	29.31551	29.07447	28.9173	28.95477	28.9613	28.05305	29.38926	27.81513	28.89986	28.92513	29.28432	29.51379	28.49396	29.22064	28.0833	28.94581
TR71098|c3_g1_i1|m.407255	NA	NA	24.04277	23.43301	23.9247	24.63766	24.39277	23.91461	24.70314	24.37332	23.37928	24.03523	24.52247	24.33695	24.66422	24.34509	25.28175	24.78551	24.12361	24.73464	23.51725	24.55713	24.58101	24.56302	24.66503	24.32711	24.68817	25.03078	24.56605	25.48453	24.5087	24.65884	24.83441	26.05691	25.02973	24.92565	24.72801
TR71102|c3_g2_i2|m.407381	TR71102|c3_g2_i1|m.407378	NA	27.30826	27.65813	27.75621	27.75302	27.56085	27.54871	27.55105	27.74291	27.60985	26.60527	27.59491	27.28065	27.50271	27.39264	27.70767	27.65137	27.47305	27.62157	26.22349	27.76623	27.47189	27.5244	27.74047	27.50537	27.52485	27.75015	25.39215	27.55069	27.53022	27.56783	27.66817	27.7592	27.65308	27.64924	27.58992
TR71754|c1_g1_i1|m.409708	NA	NA	30.17379	29.85457	29.86285	29.75553	29.89715	29.67165	29.76579	29.67676	29.9791	30.04661	30.1387	29.83619	29.77342	30.0642	30.10849	30.26964	29.87649	30.02419	29.65569	29.6526	29.71371	30.00357	29.85513	30.2294	30.02115	29.7798	29.86473	30.04947	29.92437	29.93199	29.91114	30.17783	30.03394	30.05737	29.89355
TR72823|c0_g1_i1|m.411574	NA	NA	26.491	26.00947	26.3677	26.93865	26.99313	26.06758	26.29821	27.83207	26.11353	25.98514	26.32665	26.09503	27.28903	26.33719	26.33477	26.07867	26.29019	27.03507	26.00719	27.07714	26.74778	26.36401	26.4943	25.28344	25.8944	26.79637	25.70403	27.15422	26.84888	26.91319	27.01786	26.69511	26.85567	26.8565	26.7748
TR72929|c3_g2_i1|m.411917	NA	TRUE	30.51493	30.26517	30.22285	29.84441	30.16375	29.84963	30.23135	29.84011	30.35595	30.51418	30.43161	30.43797	29.89533	30.3954	30.37989	30.5123	30.20128	30.2474	30.27353	30.17033	29.97842	30.2099	30.16663	30.35741	30.44796	29.93635	30.29121	30.34403	30.17712	30.16003	30.10062	30.19249	30.05905	30.0971	30.24127
TR72944|c0_g1_i1|m.412037	NA	NA	28.68479	29.70426	30.36401	30.46207	30.35647	30.52085	30.11669	31.387	29.03821	28.25813	29.33867	29.60883	30.62331	29.77687	30.07406	29.60971	30.18601	30.43976	27.13614	30.64581	30.22239	29.90153	30.29822	29.8376	29.86778	30.71898	26.8393	30.15605	29.89656	30.09333	30.5784	30.61763	30.45199	30.2762	30.18305
TR72992|c0_g1_i1|m.412452	NA	NA	23.4763	23.66817	23.77575	22.38126	22.71871	23.32841	22.84052	22.28523	23.89541	23.66557	23.31935	22.26373	22.56574	22.88151	23.38785	23.33484	23.02112	22.99096	23.88911	22.65532	23.21808	23.15309	23.34069	24.05068	23.30772	22.88332	23.77183	22.94054	23.08062	22.98857	22.71009	22.57205	22.83132	22.75054	22.78235
TR73050|c0_g1_i1|m.412613	NA	NA	23.60229	23.74571	23.54274	23.40093	23.35286	23.76415	23.25407	22.79895	23.48714	22.95038	23.50676	23.13135	23.27711	22.86302	23.52097	22.99971	22.93318	23.44405	23.20177	22.99681	23.18407	24.01996	23.07156	23.78696	23.27427	23.61425	22.71808	23.29586	23.84009	23.70419	23.47902	23.28785	23.52946	23.41532	23.05603
TR73352|c0_g1_i1|m.413418	NA	NA	25.70799	25.7634	25.81538	25.05486	25.06624	25.24078	25.32982	24.64141	25.94577	25.58846	25.308	25.36963	24.93598	25.26792	25.8815	25.57337	25.04431	25.38768	25.57372	25.20617	24.97321	25.34696	25.06571	25.81844	25.3364	25.27174	26.24296	25.74016	25.45635	25.12939	24.96847	25.54884	25.37448	25.74219	25.20441
TR73360|c0_g1_i1|m.413453	NA	NA	26.09017	26.183	26.05389	26.40589	26.07865	26.49852	25.7464	25.49201	26.23639	25.85681	26.39414	26.09551	26.1759	25.72336	25.77834	26.16576	25.52564	25.93941	26.13201	25.95593	25.93798	26.59818	25.91249	26.28023	26.11638	26.40801	26.34164	25.98898	26.53727	26.26549	26.23279	26.22499	26.26234	26.52388	26.12339
TR73831|c0_g1_i1|m.414703	NA	NA	27.71083	27.40771	28.17926	28.11128	28.36666	28.5494	27.20965	27.80113	27.41361	26.96609	27.69012	27.30304	28.14705	27.5618	28.36039	28.03386	27.21716	28.24354	26.68779	27.91308	27.43118	28.01324	27.52103	28.05564	27.8417	28.41494	26.72416	27.96944	28.1812	28.24073	28.23064	28.79051	28.64207	28.59595	28.04333
TR73909|c0_g1_i1|m.414904	NA	NA	27.02422	27.40536	26.18416	26.03649	25.55004	26.1332	25.6785	22.36261	26.78057	27.4677	27.48447	27.13134	25.63741	26.26555	25.80324	26.79464	26.09259	26.38535	28.05326	26.31173	26.93854	27.66871	27.10509	27.0802	26.76699	26.43436	26.83677	26.40041	27.48531	26.34276	25.95954	22.98471	25.68835	26.31862	25.97091
TR73957|c0_g1_i1|m.415025	NA	NA	26.40497	25.9817	26.68432	26.51129	26.9467	26.6392	26.76585	26.74561	26.30093	25.69291	25.90231	25.11993	26.7057	25.81627	26.55903	26.46924	25.6764	26.04024	25.01822	26.23925	25.94349	25.84379	25.8277	26.26992	26.11347	26.4504	25.68268	26.50809	25.87516	26.07759	26.39947	27.44174	26.68592	26.92762	26.25146
TR74107|c1_g1_i1|m.415403	NA	NA	25.55611	25.92931	25.64927	25.18344	25.00723	25.71856	25.46889	24.96018	25.94691	25.54951	25.59739	25.55321	24.92809	25.11799	25.64949	25.76565	25.14748	25.3161	25.6191	25.60363	25.20019	25.5511	25.39329	25.78082	25.77047	25.19141	25.14383	25.72088	25.55631	25.25093	25.0982	25.88879	25.23484	25.6047	25.20434
TR74141|c0_g1_i3|m.416027	NA	NA	25.07468	24.73671	24.88832	25.76486	25.4495	24.84685	25.76155	25.6471	24.86112	25.13277	25.00847	24.9411	25.63768	25.50428	25.0571	25.09535	25.32814	25.54002	24.90825	25.22332	25.23608	25.3868	25.32261	24.98002	24.62945	25.44518	25.0333	25.27519	25.21379	25.4697	25.36866	25.41844	25.53056	25.70514	25.46644
TR74152|c1_g1_i2|m.416167	NA	TRUE	31.33793	30.93248	30.94761	30.91221	31.19114	31.1494	31.08201	30.97206	30.87372	30.66255	30.88445	30.51117	30.94678	30.67951	31.09503	30.949	30.41206	31.14886	30.40538	30.89454	30.56074	30.81085	30.59352	30.88678	30.70981	31.03813	30.64976	31.06907	30.97206	31.14583	31.17206	31.20548	31.29642	31.14686	31.18931
TR74161|c0_g1_i3|m.416373	NA	NA	26.84757	26.52274	26.43792	26.11765	26.10217	26.53918	26.20299	25.81714	26.74701	26.32328	26.11062	26.3294	26.18069	26.09581	26.51482	26.64361	26.45654	26.32059	26.4202	26.17864	25.81064	26.2207	25.9294	26.39501	26.37362	25.82874	26.32421	26.48236	26.5008	26.45743	26.27656	26.03006	26.46398	26.07745	26.01514
TR74178|c0_g1_i1|m.416687	NA	NA	25.91873	25.75723	24.94566	25.81521	25.19933	24.6071	25.75415	25.8368	25.59372	25.89335	25.73474	25.92581	23.9743	25.85229	24.19107	24.8125	24.97967	24.80676	26.61147	25.33739	26.10318	25.89869	26.06069	25.87764	25.07553	25.11	26.38918	25.39349	25.55549	25.27888	25.20303	24.23644	24.59798	24.46569	25.08707
TR74186|c0_g1_i1|m.416755	NA	TRUE	29.66161	29.38371	29.06463	29.87931	29.60774	28.91396	29.84345	29.15028	29.37698	29.05915	29.55795	29.11981	29.35769	29.281	28.79352	29.21505	29.02554	29.35246	29.25117	29.25034	29.77826	29.91912	29.52086	29.37815	29.35565	29.42674	29.12216	29.64112	29.44087	29.30097	29.55008	29.42812	29.28087	29.31782	29.26714
TR74191|c0_g1_i4|m.416864	NA	NA	25.02318	24.65108	24.88609	24.69493	24.48505	25.06266	24.18442	24.97797	24.45789	24.62349	24.33456	24.49954	25.00097	24.51653	24.81274	24.64031	24.33012	24.74371	24.41229	24.82051	24.29789	24.8469	24.81909	24.71649	24.43816	24.63716	23.89634	24.71571	25.05532	25.08602	25.01979	24.6365	25.14678	24.63987	24.46114
TR74550|c0_g1_i1|m.417837	NA	NA	24.28821	25.44727	25.63611	25.99731	25.91452	26.03452	26.35797	25.82133	25.84852	24.328	26.2533	26.12139	25.59403	26.28833	26.25607	26.83738	26.37305	25.60204	23.46837	25.38499	26.38509	26.02971	26.50574	25.86124	26.31716	25.75205	23.80922	24.32244	25.72515	25.3659	25.64518	26.6088	25.67823	26.05961	26.17356
TR74820|c0_g1_i2|m.418481	NA	NA	26.33793	25.13246	26.4755	25.8226	26.2985	26.31036	25.89892	26.47063	25.81279	25.35971	25.4214	25.32971	26.18395	25.90873	26.19565	25.57854	25.30866	26.40228	25.12013	26.18848	25.40279	25.58849	25.5792	25.79974	25.77311	25.81992	25.44477	25.7277	25.88155	26.37789	26.07572	26.37488	26.40985	26.0397	25.97719
TR74857|c1_g4_i2|m.419345	NA	NA	25.48084	24.98329	25.54678	25.54551	25.91461	25.86543	25.39767	25.79174	25.0164	25.1991	24.61757	25.46983	25.52999	25.55054	26.12504	25.5775	25.22317	25.47905	25.04331	25.64411	25.38096	25.2557	26.18599	24.13813	24.64746	25.3843	26.14314	25.57158	25.08071	25.06246	25.81343	25.1712	25.52519	24.74114	25.76709
TR74877|c0_g1_i1|m.419743	NA	TRUE	29.08281	28.98332	29.37049	28.71352	29.43149	28.92626	29.55989	28.99472	29.41736	28.96562	29.41242	28.91202	28.77605	29.02409	29.47806	29.39611	29.43406	29.47636	28.94684	29.13296	28.60481	28.87874	28.73622	29.2367	29.29145	29.31344	28.79777	28.96094	28.78746	28.85893	29.36655	29.53343	29.20062	29.36532	29.33892
TR74908|c0_g2_i1|m.420502	NA	NA	23.21842	22.35169	23.20914	22.91163	22.83601	23.03862	22.76134	22.62462	23.27313	23.12495	23.71596	23.02822	22.85749	22.995	23.28503	23.28008	22.87277	22.82553	23.79084	22.81952	22.91558	23.27099	23.09426	23.49057	23.47556	24.05195	23.94074	23.14864	23.28898	23.04452	23.0174	23.04397	23.18954	23.06228	22.88811
TR75138|c0_g1_i2|m.421219	NA	NA	23.62656	24.33879	23.66666	23.30048	23.413	23.56221	23.65633	22.5899	24.4627	23.55848	23.86618	23.33484	23.89199	23.82396	23.98207	24.38621	23.40626	24.64515	24.28884	23.31285	23.00886	24.29172	22.85144	24.6608	23.64384	23.61054	23.15931	23.62199	24.20195	23.70229	23.77082	24.46862	23.80183	23.80971	23.41132
TR75142|c0_g1_i2|m.421252	TR75142|c0_g1_i1|m.421249	TRUE	30.52	30.29033	30.57984	30.75517	31.11663	30.61833	30.98712	31.13724	30.08005	29.81679	30.39192	29.70923	30.87034	30.29833	30.35773	30.11471	30.27064	30.7162	29.29894	30.75047	30.24841	30.35111	30.30541	30.4179	30.03512	30.97289	29.60201	30.68161	30.32528	30.60036	30.81604	30.91192	30.95081	30.80317	30.80593
TR75148|c0_g2_i1|m.421344	NA	NA	25.53151	25.1139	25.43527	25.39424	25.33508	25.03276	25.65608	24.74412	25.66945	24.11092	23.95029	24.86302	24.81714	24.28828	23.19592	24.22516	24.93229	25.03909	25.1057	25.29586	24.6329	24.84465	24.96071	25.01133	25.39725	25.05904	25.36189	25.30755	24.832	24.99568	24.95007	25.58391	25.0542	24.51431	24.99356
TR75173|c0_g1_i2|m.421628	NA	NA	25.80129	24.68827	25.69456	25.69617	26.07294	25.50057	25.80774	25.79657	25.72689	23.67303	25.04339	23.73417	23.75959	25.47914	22.91466	25.40587	26.11684	25.27263	24.99985	25.61986	24.41351	25.53505	23.50082	23.86344	24.55789	27.2615	25.35901	25.62751	23.16886	25.81282	26.24873	25.31948	25.93571	25.21505	25.76377
TR7521|c0_g1_i1|m.36869	NA	NA	22.79307	24.38542	24.92927	24.92184	25.69075	25.75903	25.09623	26.3013	23.97299	22.4992	24.453	23.80183	25.92452	24.72645	25.23396	24.23732	24.38153	25.42672	22.7155	25.13508	24.65622	24.43409	24.59605	24.36753	24.17341	25.41187	22.32812	23.5471	24.61375	25.07263	25.23158	25.89689	25.60422	25.09543	25.03019
TR7545|c0_g1_i1|m.37068	NA	NA	28.01643	27.71732	27.83503	27.78494	27.69664	27.9169	27.78338	27.54584	27.61442	27.5755	27.57694	27.33296	27.62045	27.39787	27.5857	27.44158	27.0876	27.76686	27.50612	27.56063	27.35565	27.71633	27.22601	27.6554	27.36436	27.6675	27.73066	27.75907	27.81885	27.48185	27.67459	27.79606	27.4906	27.78232	27.80125
